PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,REB,AST,TOV,STL,BLK,+/-
John Collins,ATL,23,63,34,29,29.3,17.6,7.4,1.2,1.3,0.5,1.0,2.9
John Konchar,MEM,25,43,23,20,13.4,4.3,3.0,1.1,0.4,0.7,0.2,0.4
John Wall,HOU,30,40,12,28,32.2,20.6,3.2,6.9,3.5,1.1,0.8,-4.2
Jonas Valanciunas,MEM,29,62,32,30,28.3,17.1,12.5,1.8,1.6,0.6,0.9,2.2
Jontay Porter,MEM,21,11,7,4,4.9,2.0,1.3,0.1,0.6,0.3,0.1,0.1
Jordan Bell,GSW,26,6,3,3,13.6,2.5,4.0,1.2,0.7,0.5,0.8,-5.3
Jordan Bone,ORL,23,14,2,12,14.0,4.0,1.7,1.3,0.2,0.1,0.0,-4.2
Jordan Clarkson,UTA,29,68,49,19,26.7,18.4,4.0,2.5,1.7,0.9,0.1,4.4
Jordan McLaughlin,MIN,25,51,15,36,18.4,5.0,2.1,3.8,1.0,1.0,0.1,-2.6
Jordan Nwora,MIL,22,30,19,11,9.1,5.7,2.0,0.2,0.8,0.6,0.3,-0.1
Jordan Poole,GSW,22,51,28,23,19.4,12.0,1.8,1.9,1.0,0.5,0.2,0.6
Josh Green,DAL,20,39,20,19,11.4,2.6,2.0,0.7,0.4,0.4,0.1,0.4
Josh Hall,OKC,20,21,2,19,16.0,4.1,2.8,1.3,1.2,0.2,0.0,-4.8
Josh Hart,NOP,26,47,21,26,28.7,9.2,8.0,2.3,1.0,0.8,0.3,0.0
Josh Jackson,DET,24,62,16,46,25.2,13.4,4.1,2.3,2.3,0.9,0.8,-2.0
Josh Okogie,MIN,22,59,21,38,20.3,5.4,2.6,1.1,0.7,0.9,0.5,-3.3
Josh Richardson,DAL,27,59,35,24,30.3,12.1,3.3,2.6,1.3,1.0,0.4,-0.8
Jrue Holiday,MIL,31,59,41,18,32.3,17.7,4.5,6.1,2.2,1.6,0.6,6.4
Juan Toscano-Anderson,GSW,28,53,28,25,20.9,5.7,4.4,2.8,1.2,0.8,0.5,1.8
Juancho Hernangomez,MIN,25,52,19,33,17.3,7.2,3.9,0.7,0.5,0.4,0.1,-1.4
Julius Randle,NYK,26,71,40,31,37.6,24.1,10.2,6.0,3.4,0.9,0.3,2.2
Justin Holiday,IND,32,72,34,38,30.3,10.5,3.6,1.7,0.8,1.0,0.6,-0.6
Justin Jackson,MIL,26,34,12,22,17.0,7.2,2.3,1.5,0.9,0.4,0.1,-1.2
Justin James,SAC,24,36,15,21,8.6,3.9,0.8,0.6,0.4,0.2,0.1,-1.6
Justin Patton,HOU,24,13,1,12,19.0,5.4,3.8,1.1,0.3,0.9,1.1,-6.2
Justin Robinson,OKC,23,9,0,9,9.7,2.3,0.8,1.0,0.2,0.3,0.0,-5.0
Justise Winslow,MEM,25,26,13,13,19.5,6.8,4.5,1.9,1.4,0.6,0.5,-3.0
Jusuf Nurkic,POR,26,37,22,15,23.8,11.5,9.0,3.4,2.0,1.0,1.1,3.4
Juwan Morgan,UTA,24,29,24,5,5.1,1.2,1.0,0.3,0.1,0.1,0.0,-3.7
Karim Mane,ORL,21,10,2,8,8.8,1.1,1.4,0.4,0.3,0.0,0.2,-2.2
Karl-Anthony Towns,MIN,25,50,19,31,33.8,24.8,10.6,4.5,3.2,0.8,1.1,0.2
Kawhi Leonard,LAC,30,52,36,16,34.1,24.8,6.5,5.2,2.0,1.6,0.4,8.6
Keita Bates-Diop,SAS,25,30,13,17,8.2,2.6,1.6,0.4,0.2,0.4,0.2,-1.2
Kelan Martin,IND,25,35,16,19,9.2,4.5,2.2,0.5,0.5,0.3,0.3,2.7
Keldon Johnson,SAS,21,69,32,37,28.5,12.8,6.0,1.8,1.1,0.6,0.3,-2.5
Keljin Blevins,POR,25,17,11,6,4.4,0.7,0.6,0.2,0.3,0.1,0.0,-2.2
Kelly Olynyk,HOU,30,70,26,44,28.5,13.5,7.0,2.9,1.8,1.1,0.6,-1.4
Kelly Oubre Jr.,GSW,25,55,27,28,30.7,15.4,6.0,1.3,1.3,1.0,0.8,-3.5
Kemba Walker,BOS,31,43,22,21,31.8,19.3,4.0,4.9,2.0,1.1,0.3,2.2
Kendrick Nunn,MIA,25,56,31,25,29.5,14.6,3.2,2.6,1.4,0.9,0.3,-0.1
Kenrich Williams,OKC,26,66,21,45,21.6,8.0,4.1,2.3,1.2,0.8,0.3,-2.7
Kent Bazemore,GSW,31,67,35,32,19.9,7.2,3.4,1.6,1.2,1.0,0.5,2.5
Kentavious Caldwell-Pope,LAL,28,67,39,28,28.4,9.7,2.7,1.9,1.0,0.9,0.4,2.1
Kenyon Martin Jr.,HOU,20,45,10,35,23.7,9.3,5.4,1.1,0.8,0.7,0.9,-6.3
Kevin Durant,BKN,32,35,23,12,33.1,26.9,7.1,5.6,3.4,0.7,1.3,8.0
Kevin Huerter,ATL,22,69,40,29,30.8,11.9,3.3,3.5,1.1,1.2,0.3,1.0
Kevin Knox II,NYK,21,42,26,16,11.1,3.9,1.5,0.5,0.4,0.3,0.1,-0.8
Kevin Love,CLE,32,25,7,18,24.9,12.2,7.4,2.5,1.5,0.6,0.1,-2.9
Kevin Porter Jr.,HOU,21,26,4,22,32.1,16.6,3.8,6.3,3.5,0.7,0.3,-8.6
Kevon Looney,GSW,25,61,34,27,19.0,4.1,5.3,2.0,0.6,0.3,0.4,2.1
Khem Birch,TOR,28,67,23,44,22.8,7.2,5.8,1.3,0.7,0.7,0.7,-1.9
Khris Middleton,MIL,29,68,45,23,33.4,20.4,6.0,5.4,2.6,1.1,0.1,4.3
Khyri Thomas,HOU,25,5,1,4,30.6,16.4,3.6,5.0,1.2,1.8,1.2,2.8
Killian Hayes,DET,19,26,6,20,25.8,6.8,2.7,5.3,3.2,1.0,0.4,-5.0
Killian Tillie,MEM,23,18,11,7,10.1,3.2,1.3,0.4,0.1,0.3,0.4,2.2
Kira Lewis Jr.,NOP,20,54,23,31,16.7,6.4,1.3,2.3,0.6,0.7,0.2,0.4
Kostas Antetokounmpo,LAL,23,15,6,9,3.7,0.8,1.3,0.1,0.7,0.1,0.3,1.8
Kris Dunn,ATL,27,4,1,3,11.4,1.3,1.5,0.5,0.8,0.5,0.5,-7.8
Kristaps Porzingis,DAL,25,43,26,17,30.9,20.1,8.9,1.6,1.2,0.5,1.3,0.2
Kyle Anderson,MEM,27,69,36,33,27.4,12.4,5.7,3.6,1.2,1.2,0.8,0.7
Kyle Guy,SAC,23,31,11,20,7.6,2.8,1.1,1.0,0.4,0.2,0.0,-0.5
Kyle Kuzma,LAL,25,68,40,28,28.7,12.9,6.1,1.9,1.7,0.5,0.6,0.0
Kyle Lowry,TOR,35,46,15,31,34.8,17.2,5.4,7.3,2.7,1.0,0.3,-0.1
Kyrie Irving,BKN,29,54,36,18,34.9,26.9,4.8,6.0,2.4,1.4,0.7,4.2
KZ Okpala,MIA,22,37,22,15,12.1,2.5,1.8,0.5,0.4,0.3,0.3,-1.8
Lamar Stevens,CLE,23,40,13,27,12.5,4.1,2.4,0.6,0.6,0.4,0.3,-2.9
LaMarcus Aldridge,BKN,35,26,15,11,25.9,13.5,4.5,1.9,1.0,0.4,1.1,-1.3
LaMelo Ball,CHA,19,51,23,28,28.8,15.7,5.9,6.1,2.8,1.6,0.4,-1.6
Landry Shamet,BKN,24,61,39,22,23.0,9.3,1.8,1.6,0.8,0.5,0.2,0.9
Langston Galloway,PHX,29,40,29,11,10.9,4.8,1.1,0.7,0.3,0.2,0.0,0.9
Larry Nance Jr.,CLE,28,35,13,22,31.2,9.3,6.7,3.1,1.6,1.7,0.5,-3.9
Lauri Markkanen,CHI,24,51,20,31,25.8,13.6,5.3,0.9,1.0,0.5,0.3,-0.9
LeBron James,LAL,36,45,30,15,33.4,25.0,7.7,7.8,3.7,1.1,0.6,6.4
Lonnie Walker IV,SAS,22,60,28,32,25.4,11.2,2.6,1.7,1.1,0.5,0.3,-3.5
Lonzo Ball,NOP,23,55,23,32,31.8,14.6,4.8,5.7,2.2,1.5,0.6,0.9
Lou Williams,ATL,34,66,44,22,21.6,11.3,2.1,3.4,1.6,0.7,0.1,1.2
Louis King,SAC,22,6,3,3,14.2,7.3,3.0,1.5,0.7,1.2,0.5,-0.5
Luguentz Dort,OKC,22,52,18,34,29.7,14.0,3.6,1.7,1.5,0.9,0.4,-4.8
Luka Doncic,DAL,22,66,40,26,34.3,27.7,8.0,8.6,4.3,1.0,0.5,2.5
Luka Samanic,SAS,21,33,14,19,9.3,3.7,2.1,0.5,0.6,0.2,0.2,-0.6
Luke Kennard,LAC,25,63,44,19,19.6,8.3,2.6,1.7,0.8,0.4,0.1,-0.4
Luke Kornet,BOS,25,31,13,18,11.2,3.4,2.2,0.8,0.2,0.1,1.0,1.7
Malachi Flynn,TOR,23,47,21,26,19.7,7.5,2.5,2.9,0.9,0.8,0.1,-2.1
Malcolm Brogdon,IND,28,56,27,29,34.5,21.2,5.3,5.9,2.1,0.9,0.3,-0.6
Malik Beasley,MIN,24,37,8,29,32.8,19.6,4.4,2.4,1.6,0.8,0.2,-5.3
Malik Fitts,LAC,23,3,3,0,3.6,1.0,1.0,0.0,0.0,0.0,0.0,-2.0
Malik Monk,CHA,23,42,19,23,20.9,11.7,2.4,2.1,1.3,0.5,0.1,0.8
Mamadi Diakite,MIL,24,14,7,7,10.1,3.1,2.4,0.6,0.2,0.4,0.4,0.6
Marc Gasol,LAL,36,52,32,20,19.1,5.0,4.1,2.1,1.0,0.5,1.1,1.7
Marcus Morris Sr.,LAC,31,57,38,19,26.3,13.4,4.1,1.0,1.0,0.6,0.3,2.3
Marcus Smart,BOS,27,48,24,24,32.9,13.1,3.5,5.7,2.0,1.5,0.5,1.9
Markelle Fultz,ORL,23,8,6,2,26.9,12.9,3.1,5.4,2.3,1.0,0.3,-3.6
Markieff Morris,LAL,31,61,32,29,19.7,6.7,4.4,1.2,0.9,0.4,0.3,0.3
Markus Howard,DEN,22,37,24,13,5.5,2.8,0.6,0.5,0.5,0.1,0.0,-1.9
Marques Bolden,CLE,23,6,2,4,4.8,1.2,1.0,0.0,0.3,0.3,0.3,0.8
Marquese Chriss,GSW,23,2,0,2,13.4,6.5,6.5,1.0,1.0,0.0,1.0,-12.5
Marvin Bagley III,SAC,22,43,20,23,25.9,14.1,7.4,1.0,1.4,0.5,0.5,-2.0
Mason Jones,PHI,22,32,10,22,10.5,5.3,1.7,1.3,0.9,0.2,0.0,-2.8
Mason Plumlee,DET,31,56,14,42,26.8,10.4,9.3,3.6,1.9,0.8,0.9,-2.7
Matisse Thybulle,PHI,24,65,46,19,20.0,3.9,1.9,1.0,0.5,1.6,1.1,1.5
Matt Thomas,UTA,26,45,27,18,7.3,3.1,1.0,0.4,0.3,0.1,0.0,-1.5
Matthew Dellavedova,CLE,30,13,4,9,17.2,2.8,1.8,4.5,0.5,0.3,0.1,-1.4
Maurice Harkless,SAC,28,37,16,21,20.9,5.2,2.4,1.2,0.6,0.8,0.5,-1.2
Max Strus,MIA,25,39,14,25,13.0,6.1,1.1,0.6,0.2,0.3,0.1,-1.0
Maxi Kleber,DAL,29,50,31,19,26.8,7.1,5.2,1.4,0.6,0.5,0.7,2.7
Meyers Leonard,MIA,29,3,2,1,9.8,3.3,2.3,0.7,0.7,0.0,0.0,-1.3
Mfiondu Kabengele,CLE,23,39,20,19,7.2,2.4,1.5,0.4,0.4,0.2,0.3,-2.4
Michael Carter-Williams,ORL,29,31,12,19,25.8,8.8,4.5,4.2,2.2,0.8,0.5,-1.6
Michael Porter Jr.,DEN,23,61,40,21,31.3,19.0,7.3,1.1,1.3,0.7,0.9,5.9
Mikal Bridges,PHX,24,72,51,21,32.6,13.5,4.3,2.1,0.8,1.1,0.9,4.7
Mike Conley,UTA,33,51,37,14,29.4,16.2,3.5,6.0,1.9,1.4,0.2,10.7
Mike James,BKN,30,13,9,4,18.2,7.7,2.5,4.2,1.5,0.5,0.1,1.5
Mike Muscala,OKC,29,35,15,20,18.4,9.7,3.8,0.8,0.6,0.2,0.3,0.5
Mike Scott,PHI,32,51,35,16,16.7,4.2,2.4,0.8,0.4,0.5,0.3,-0.2
Miles Bridges,CHA,23,66,31,35,29.3,12.7,6.0,2.2,1.6,0.7,0.8,-0.1
Mitchell Robinson,NYK,23,31,15,16,27.5,8.3,8.1,0.5,0.8,1.1,1.5,-0.5
Miye Oni,UTA,23,54,45,9,9.6,1.9,1.6,0.5,0.3,0.2,0.1,1.7
Mo Bamba,ORL,23,46,11,35,15.8,8.0,5.8,0.8,0.8,0.3,1.3,-4.4
Monte Morris,DEN,26,47,30,17,25.5,10.2,2.0,3.2,0.7,0.7,0.3,3.3
Montrezl Harrell,LAL,27,69,41,28,22.9,13.5,6.2,1.1,1.1,0.7,0.7,0.6
Moritz Wagner,ORL,24,45,19,26,16.0,6.9,3.2,1.1,1.0,0.6,0.4,-3.2
Moses Brown,BOS,21,43,8,35,21.4,8.6,8.9,0.2,1.0,0.7,1.1,-8.4
Mychal Mulder,GSW,27,60,33,27,12.8,5.6,1.0,0.4,0.3,0.2,0.2,1.1
Myles Turner,IND,25,47,22,25,31.0,12.6,6.5,1.0,1.4,0.9,3.4,0.5
Naji Marshall,NOP,23,32,14,18,21.9,7.7,4.6,2.8,1.2,0.8,0.3,-0.9
Nassir Little,POR,21,48,27,21,13.3,4.6,2.7,0.5,0.4,0.1,0.3,-0.8
Nate Darling,CHA,22,7,3,4,3.7,1.3,0.1,0.1,0.1,0.0,0.1,-4.3
Nate Hinton,DAL,22,21,11,10,4.4,2.0,0.4,0.4,0.2,0.3,0.1,-2.6
Nathan Knight,ATL,23,33,21,12,8.4,3.8,2.2,0.2,0.5,0.3,0.3,-0.5
Naz Reid,MIN,21,70,22,48,19.2,11.2,4.6,1.0,1.0,0.5,1.1,-4.2
Nemanja Bjelica,MIA,33,37,16,21,16.1,6.5,3.4,1.9,0.9,0.4,0.1,-1.8
Nerlens Noel,NYK,27,64,35,29,24.2,5.1,6.4,0.7,1.0,1.1,2.2,0.0
Nic Claxton,BKN,22,32,23,9,18.6,6.6,5.2,0.9,0.6,0.7,1.3,4.9
Nick Richards,CHA,23,18,9,9,3.5,0.8,0.6,0.1,0.2,0.0,0.0,-0.7
Nickeil Alexander-Walker,NOP,22,46,20,26,21.9,11.0,3.1,2.2,1.5,1.0,0.5,-1.1
Nico Mannion,GSW,20,30,17,13,12.1,4.1,1.5,2.3,1.0,0.5,0.0,-2.5
Nicolas Batum,LAC,32,67,44,23,27.4,8.1,4.7,2.2,0.8,1.0,0.6,5.1
Nicolo Melli,DAL,30,45,26,19,12.6,3.0,2.7,1.0,0.3,0.3,0.1,0.5
Nikola Jokic,DEN,26,72,47,25,34.6,26.4,10.8,8.3,3.1,1.3,0.7,5.3
Nikola Vucevic,CHI,30,70,26,44,33.5,23.4,11.7,3.8,1.8,0.9,0.7,-4.9
Noah Vonleh,BKN,25,4,3,1,2.7,0.0,0.3,0.3,0.5,0.0,0.0,-4.0
Norman Powell,POR,28,69,32,37,32.0,18.6,3.1,1.9,1.7,1.2,0.3,1.1
Norvel Pelle,NYK,28,13,8,5,6.4,1.5,1.5,0.2,0.2,0.1,0.7,1.8
Obi Toppin,NYK,23,62,36,26,11.0,4.1,2.2,0.5,0.4,0.3,0.2,0.4
OG Anunoby,TOR,23,43,18,25,33.3,15.9,5.5,2.2,1.7,1.5,0.7,2.7
Onyeka Okongwu,ATL,20,50,31,19,12.0,4.6,3.3,0.4,0.6,0.5,0.7,-1.8
Oshae Brissett,IND,23,21,10,11,24.7,10.9,5.5,0.9,0.5,0.9,1.0,2.8
Otto Porter Jr.,ORL,28,28,12,16,21.7,9.7,5.4,2.0,0.9,0.6,0.1,-1.5
P.J. Dozier,DEN,24,50,36,14,21.8,7.7,3.6,1.8,0.9,0.6,0.4,3.9
P.J. Tucker,MIL,36,52,27,25,26.1,3.7,3.9,1.2,0.8,0.8,0.4,-3.4
P.J. Washington,CHA,22,64,31,33,30.5,12.9,6.5,2.5,2.0,1.1,1.2,0.5
Pascal Siakam,TOR,27,56,21,35,35.8,21.4,7.2,4.5,2.3,1.1,0.7,2.3
Pat Connaughton,MIL,28,69,44,25,22.8,6.8,4.8,1.2,0.5,0.7,0.3,3.2
Patrick Beverley,LAC,32,37,25,12,22.5,7.5,3.2,2.1,0.9,0.8,0.8,4.0
Patrick McCaw,TOR,25,5,2,3,6.7,1.0,0.6,0.8,0.0,0.4,0.0,-3.6
Patrick Patterson,LAC,32,38,26,12,15.3,5.2,2.0,0.8,0.3,0.4,0.2,0.6
Patrick Williams,CHI,19,71,30,41,27.9,9.2,4.6,1.4,1.4,0.9,0.6,-4.1
Patty Mills,SAS,32,68,31,37,24.8,10.8,1.7,2.4,1.0,0.6,0.0,0.4
Paul George,LAC,31,54,38,16,33.7,23.3,6.6,5.2,3.3,1.1,0.4,8.0
Paul Millsap,DEN,36,56,38,18,20.8,9.0,4.7,1.8,0.9,0.9,0.6,1.8
Paul Reed,PHI,22,26,17,9,6.8,3.4,2.3,0.5,0.5,0.4,0.5,1.4
Paul Watson,TOR,26,27,13,14,11.0,4.1,1.7,0.6,0.3,0.2,0.1,-0.1
Payton Pritchard,BOS,23,66,33,33,19.2,7.7,2.4,1.8,0.8,0.6,0.1,0.6
Precious Achiuwa,MIA,21,61,31,30,12.1,5.0,3.4,0.5,0.7,0.3,0.5,-1.9
Quinn Cook,CLE,28,23,13,10,6.8,3.3,0.7,0.8,0.3,0.2,0.0,-0.4
Quinndary Weatherspoon,SAS,24,20,8,12,6.1,2.3,0.6,0.4,0.5,0.4,0.1,-3.0
R.J. Hampton,ORL,20,51,20,31,17.4,6.9,3.5,1.7,1.0,0.4,0.2,-5.6
Rajon Rondo,LAC,35,45,28,17,17.1,5.4,2.4,4.4,1.8,0.8,0.1,0.5
Raul Neto,WAS,29,64,30,34,21.9,8.7,2.4,2.3,0.8,1.1,0.1,-0.3
Ray Spalding,HOU,24,2,0,2,9.4,2.0,2.0,0.0,1.5,0.0,1.0,-3.5
Rayjon Tucker,PHI,23,14,8,6,4.9,2.4,0.8,0.4,0.3,0.1,0.0,-0.9
Reggie Bullock,NYK,30,65,38,27,30.0,10.9,3.4,1.5,0.7,0.8,0.2,1.6
Reggie Jackson,LAC,31,67,43,24,23.0,10.7,2.9,3.1,1.1,0.6,0.1,3.7
Reggie Perry,BKN,21,26,18,8,8.1,3.0,2.8,0.5,0.6,0.2,0.2,-1.4
Richaun Holmes,SAC,27,61,29,32,29.2,14.2,8.3,1.7,1.2,0.6,1.6,0.1
Ricky Rubio,MIN,30,68,23,45,26.1,8.6,3.3,6.4,1.6,1.4,0.1,-2.7
RJ Barrett,NYK,21,72,41,31,34.9,17.6,5.8,3.0,1.9,0.7,0.3,1.9
Robert Covington,POR,30,70,42,28,32.0,8.5,6.7,1.7,0.9,1.4,1.2,2.9
Robert Franks,ORL,24,7,0,7,14.4,6.1,2.0,0.7,0.3,0.4,0.4,-3.6
Robert Williams III,BOS,23,52,29,23,18.9,8.0,6.9,1.8,1.0,0.8,1.8,0.2
Robert Woodard II,SAC,21,13,3,10,3.5,1.5,1.2,0.2,0.1,0.0,0.2,0.8
Robin Lopez,WAS,33,71,34,37,19.1,9.0,3.8,0.8,1.1,0.2,0.6,-0.2
Rodions Kurucs,MIL,23,21,10,11,5.9,1.5,1.1,0.5,0.6,0.4,0.2,-0.1
Rodney Hood,TOR,28,55,29,26,17.1,4.5,1.9,1.0,0.7,0.4,0.1,-2.4
Rodney McGruder,DET,29,16,3,13,12.1,5.7,1.4,1.0,0.4,0.5,0.1,-1.1
Romeo Langford,BOS,21,18,9,9,15.7,3.1,1.9,0.7,0.6,0.3,0.3,-3.7
Rondae Hollis-Jefferson,POR,26,11,6,5,9.8,2.5,2.4,1.2,0.2,0.2,0.4,-0.6
Royce O'Neale,UTA,28,71,51,20,31.6,7.0,6.8,2.5,1.2,0.8,0.5,6.6
Rudy Gay,SAS,34,63,29,34,21.6,11.4,4.8,1.4,1.0,0.7,0.6,2.1
Rudy Gobert,UTA,29,71,52,19,30.8,14.3,13.5,1.3,1.7,0.6,2.7,10.3
Rui Hachimura,WAS,23,57,29,28,31.5,13.8,5.5,1.4,1.2,0.8,0.1,-1.9
Russell Westbrook,WAS,32,65,30,35,36.4,22.2,11.5,11.7,4.8,1.4,0.4,-1.4
Ryan Arcidiacono,CHI,27,44,20,24,10.2,3.1,1.5,1.3,0.2,0.2,0.0,0.2
Saben Lee,DET,22,48,14,34,16.3,5.6,2.0,3.6,1.1,0.7,0.3,-1.9
Saddiq Bey,DET,22,70,19,51,27.3,12.2,4.5,1.4,0.9,0.7,0.2,-3.0
Sam Merrill,MIL,25,30,18,12,7.8,3.0,1.0,0.7,0.3,0.3,0.0,-1.3
Sean McDermott,MEM,24,18,10,8,8.8,2.2,1.1,0.2,0.2,0.1,0.2,-3.2
Sekou Doumbouya,DET,20,56,15,41,15.5,5.1,2.6,0.8,0.8,0.4,0.2,-2.4
Semi Ojeleye,BOS,26,56,28,28,17.0,4.6,2.6,0.7,0.4,0.3,0.0,0.1
Serge Ibaka,LAC,31,41,24,17,23.3,11.1,6.7,1.8,1.1,0.2,1.1,3.8
Seth Curry,PHI,30,57,39,18,28.7,12.5,2.4,2.7,1.1,0.8,0.1,5.6
Shai Gilgeous-Alexander,OKC,22,35,16,19,33.7,23.7,4.7,5.9,3.0,0.8,0.7,-5.3
Shake Milton,PHI,24,63,46,17,23.2,13.0,2.3,3.1,1.6,0.6,0.3,2.1
Shaquille Harrison,DEN,27,34,27,7,9.8,2.1,1.4,0.7,0.3,0.5,0.1,-2.2
Sindarius Thornwell,ORL,26,21,7,14,10.3,2.0,0.9,1.0,0.3,0.6,0.1,-0.4
Skylar Mays,ATL,23,33,19,14,8.2,3.8,1.1,0.9,0.3,0.4,0.1,0.4
Solomon Hill,ATL,30,71,41,30,21.3,4.5,3.0,1.1,0.6,0.7,0.2,0.4
Spencer Dinwiddie,BKN,28,3,2,1,21.4,6.7,4.3,3.0,1.7,0.7,0.3,14.0
Stanley Johnson,TOR,25,61,25,36,16.5,4.4,2.5,1.5,0.9,0.9,0.3,-2.6
Stephen Curry,GSW,33,63,37,26,34.2,32.0,5.5,5.8,3.4,1.2,0.1,3.9
Sterling Brown,HOU,26,51,14,37,24.1,8.2,4.4,1.4,0.8,0.7,0.2,-3.0
Steven Adams,NOP,27,58,26,32,27.7,7.6,8.9,1.9,1.3,0.9,0.7,0.3
Svi Mykhailiuk,OKC,24,66,13,53,20.1,8.5,2.5,1.7,1.3,0.8,0.2,-3.5
T.J. Leaf,POR,24,7,6,1,5.1,1.7,0.7,0.1,0.3,0.3,0.1,-2.9
T.J. McConnell,IND,29,69,33,36,26.0,8.6,3.7,6.6,2.0,1.9,0.3,1.0
T.J. Warren,IND,27,4,3,1,29.3,15.5,3.5,1.3,1.0,0.5,0.0,0.3
Tacko Fall,BOS,25,19,13,6,7.1,2.5,2.7,0.2,0.3,0.1,1.1,1.4
Taj Gibson,NYK,36,45,29,16,20.8,5.4,5.6,0.8,0.5,0.7,1.1,2.9
Talen Horton-Tucker,LAL,20,65,39,26,20.1,9.0,2.6,2.8,1.6,1.0,0.3,0.2
Taurean Prince,CLE,27,41,15,26,22.1,9.5,3.5,1.9,1.1,0.7,0.6,-3.1
Terance Mann,LAC,24,67,45,22,18.9,7.0,3.6,1.6,0.6,0.4,0.2,0.5
Terence Davis,SAC,24,61,26,35,17.6,8.7,2.5,1.4,1.0,0.7,0.2,-1.1
Terrance Ferguson,PHI,23,13,10,3,3.8,0.2,0.1,0.2,0.3,0.1,0.0,-1.5
Terrence Ross,ORL,30,46,16,30,29.3,15.6,3.4,2.3,1.6,1.0,0.5,-5.1
Terry Rozier,CHA,27,69,32,37,34.5,20.4,4.4,4.2,1.9,1.3,0.4,-1.3
Thaddeus Young,CHI,33,68,30,38,24.3,12.1,6.2,4.3,2.0,1.1,0.6,2.1
Thanasis Antetokounmpo,MIL,28,57,37,20,9.7,2.9,2.2,0.8,0.8,0.4,0.2,-0.2
Theo Maledon,OKC,20,65,20,45,27.3,10.1,3.2,3.5,2.2,0.9,0.2,-9.6
Theo Pinson,NYK,25,17,9,8,2.0,0.1,0.3,0.1,0.1,0.0,0.0,-0.9
Thomas Bryant,WAS,23,10,2,8,27.1,14.3,6.1,1.5,1.1,0.4,0.8,-1.4
Thon Maker,CLE,24,8,3,5,9.6,3.8,2.3,0.5,0.4,0.3,0.5,-2.3
Tim Frazier,MEM,30,5,5,0,12.4,1.6,1.6,3.2,0.8,0.4,0.2,1.0
Tim Hardaway Jr.,DAL,29,70,42,28,28.4,16.6,3.3,1.8,0.9,0.4,0.2,1.0
Timothe Luwawu-Cabarrot,BKN,26,58,38,20,18.1,6.4,2.2,1.2,0.7,0.6,0.1,-0.4
Tobias Harris,PHI,28,62,44,18,32.5,19.5,6.8,3.5,1.7,0.9,0.8,5.2
Tomas Satoransky,CHI,29,58,25,33,22.5,7.7,2.4,4.7,1.7,0.7,0.2,0.0
Tony Bradley,OKC,23,42,15,27,16.3,7.1,5.7,0.9,0.8,0.4,0.7,-0.4
Tony Snell,ATL,29,47,29,18,21.1,5.3,2.4,1.3,0.4,0.3,0.2,1.4
Torrey Craig,PHX,30,50,33,17,16.1,5.5,3.9,1.0,0.5,0.6,0.5,-1.9
Trae Young,ATL,22,63,36,27,33.7,25.3,3.9,9.4,4.1,0.8,0.2,4.2
Tre Jones,SAS,21,37,15,22,7.3,2.5,0.6,1.1,0.4,0.2,0.0,-2.2
Tremont Waters,BOS,23,26,13,13,9.1,3.8,0.8,2.4,1.0,0.6,0.0,-0.4
Trent Forrest,UTA,23,30,22,8,10.1,2.9,1.5,1.5,0.7,0.3,0.1,-1.6
Trevor Ariza,MIA,36,30,17,13,28.0,9.4,4.8,1.8,0.7,1.0,0.6,1.3
Trey Burke,DAL,28,62,35,27,14.7,6.6,0.9,1.3,0.5,0.6,0.1,0.2
Trey Lyles,SAS,25,23,10,13,15.6,5.0,3.7,0.6,0.3,0.3,0.0,-4.7
Tristan Thompson,BOS,30,54,27,27,23.8,7.6,8.1,1.2,1.1,0.4,0.6,0.4
Troy Brown Jr.,CHI,21,34,10,24,15.4,4.7,3.1,0.9,0.6,0.3,0.2,0.8
Ty Jerome,OKC,23,33,7,26,23.9,10.7,2.8,3.6,1.4,0.6,0.2,-4.1
Tyler Bey,DAL,23,18,11,7,3.9,1.0,1.1,0.2,0.2,0.0,0.1,-2.1
Tyler Cook,DET,23,32,11,21,13.7,4.9,3.0,0.5,0.7,0.3,0.1,-1.1
Tyler Herro,MIA,21,54,29,25,30.3,15.1,5.0,3.4,1.9,0.6,0.3,-1.6
Tyler Johnson,BKN,29,39,29,10,17.5,5.4,2.0,1.2,0.4,0.4,0.0,1.2
Tyrell Terry,DAL,20,11,2,9,5.1,1.0,0.5,0.5,0.2,0.5,0.0,0.0
Tyrese Haliburton,SAC,21,58,25,33,30.1,13.0,3.0,5.3,1.6,1.3,0.5,-3.1
Tyrese Maxey,PHI,20,61,41,20,15.3,8.0,1.7,2.0,0.7,0.4,0.2,-0.9
Ty-Shon Alexander,PHX,22,15,11,4,3.2,0.6,0.7,0.4,0.2,0.0,0.1,-0.5
Tyus Jones,MEM,25,70,36,34,17.5,6.3,2.0,3.7,0.7,0.9,0.1,-1.2
Udoka Azubuike,UTA,21,15,13,2,3.8,1.1,0.9,0.0,0.2,0.1,0.3,-4.3
Udonis Haslem,MIA,41,1,1,0,2.7,4.0,1.0,0.0,0.0,0.0,0.0,3.0
Vernon Carey Jr.,CHA,20,19,9,10,6.0,2.4,1.4,0.1,0.3,0.1,0.3,-0.6
