PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,REB,AST,TOV,STL,BLK,+/-
Jarred Vanderbilt,MIN,23,74,41,33,25.4,6.9,8.4,1.3,1.0,1.3,0.6,2.2
Jarrett Allen,CLE,24,56,35,21,32.3,16.1,10.8,1.6,1.7,0.8,1.3,2.4
Jarrett Culver,MEM,23,37,28,9,9.1,3.5,1.3,0.9,0.5,0.5,0.1,-0.5
Jarron Cumberland,POR,24,3,0,3,4.1,0.7,1.0,0.3,0.0,0.0,0.0,3.0
JaVale McGee,PHX,34,74,57,17,15.8,9.2,6.7,0.6,1.3,0.3,1.1,1.6
Javin DeLaurier,MIL,24,1,1,0,2.8,0.0,1.0,0.0,0.0,1.0,0.0,4.0
Javonte Green,CHI,28,65,38,27,23.4,7.2,4.2,0.9,0.5,1.0,0.5,0.3
Javonte Smart,MIA,22,17,11,6,11.8,3.0,1.4,0.9,0.6,0.4,0.2,-2.5
Jaxson Hayes,NOP,21,70,29,41,20.0,9.3,4.5,0.6,0.8,0.5,0.8,0.3
Jay Huff,LAL,24,4,0,4,5.1,0.0,1.0,0.3,0.3,0.3,0.3,3.8
Jay Scrubb,LAC,21,18,8,10,6.7,2.7,0.9,0.4,0.4,0.2,0.2,0.9
Jaylen Brown,BOS,25,66,43,23,33.6,23.6,6.1,3.5,2.7,1.1,0.3,6.9
Jaylen Hoard,OKC,23,7,2,5,34.2,14.7,12.0,2.4,1.1,0.9,0.7,-12.4
Jaylen Morris,SAS,26,3,0,3,5.3,0.7,0.7,0.7,0.3,0.0,0.0,2.7
Jaylen Nowell,MIN,22,62,37,25,15.7,8.5,2.0,2.1,0.6,0.4,0.2,1.1
Jaysean Paige,DET,27,1,1,0,6.6,0.0,1.0,1.0,1.0,0.0,0.0,-10.0
Jayson Tatum,BOS,24,76,49,27,35.9,26.9,8.0,4.4,2.9,1.0,0.6,8.8
Jeff Dowtin,ORL,24,9,4,5,12.0,2.1,2.0,1.1,0.6,0.6,0.1,-2.9
Jeff Green,DEN,35,75,44,31,24.7,10.3,3.1,1.3,0.9,0.4,0.4,0.8
Jemerrio Jones,LAL,27,2,0,2,7.4,2.0,1.5,0.0,0.0,0.5,0.0,-6.5
Jerami Grant,DET,28,47,11,36,31.9,19.2,4.1,2.4,1.8,0.9,1.0,-4.7
Jeremiah Robinson-Earl,OKC,21,49,15,34,22.2,7.5,5.6,1.0,0.8,0.6,0.3,-4.9
Jeremy Lamb,SAC,29,56,23,33,16.7,7.3,2.8,1.4,0.7,0.6,0.4,0.4
Jericho Sims,NYK,23,41,19,22,13.5,2.2,4.1,0.5,0.5,0.3,0.5,1.9
Jevon Carter,MIL,26,66,39,27,13.7,4.2,1.7,1.5,0.5,0.4,0.2,-0.8
Jimmy Butler,MIA,32,57,38,19,33.9,21.4,5.9,5.5,2.1,1.6,0.5,4.3
Jock Landale,SAS,26,54,24,30,10.9,4.9,2.6,0.8,0.6,0.2,0.3,-0.3
Joe Harris,BKN,30,14,10,4,30.2,11.3,4.0,1.0,1.1,0.5,0.1,1.1
Joe Ingles,POR,34,45,28,17,24.9,7.2,2.9,3.5,1.0,0.5,0.1,4.1
Joe Johnson,BOS,40,1,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-5.0
Joe Wieskamp,SAS,22,29,11,18,7.1,2.1,0.5,0.3,0.1,0.1,0.1,0.0
Joel Ayayi,WAS,22,7,1,6,2.9,0.3,0.4,0.6,0.0,0.0,0.0,0.4
Joel Embiid,PHI,28,68,45,23,33.8,30.6,11.7,4.2,3.1,1.1,1.5,5.4
John Collins,ATL,24,54,26,28,30.8,16.2,7.8,1.8,1.1,0.6,1.0,0.7
John Konchar,MEM,26,72,48,24,17.9,4.8,4.6,1.5,0.4,0.6,0.3,1.3
Jon Teske,MEM,25,3,3,0,2.6,0.0,0.7,0.3,0.0,0.3,0.0,-1.0
Jonas Valanciunas,NOP,29,74,34,40,30.3,17.8,11.4,2.6,2.4,0.6,0.8,0.9
Jonathan Kuminga,GSW,19,70,44,26,16.9,9.3,3.3,0.9,1.1,0.4,0.3,0.5
Jordan Bell,CHI,27,1,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Jordan Clarkson,UTA,29,79,47,32,27.1,16.0,3.5,2.5,1.6,0.8,0.2,4.8
Jordan Goodwin,WAS,23,2,1,1,3.0,0.0,0.5,0.0,0.0,0.0,0.0,-4.0
Jordan McLaughlin,MIN,26,62,36,26,14.5,3.8,1.5,2.9,0.6,0.9,0.2,0.6
Jordan Nwora,MIL,23,62,34,28,19.1,7.9,3.6,1.0,0.9,0.4,0.3,-1.2
Jordan Poole,GSW,22,76,49,27,30.0,18.5,3.4,4.0,2.5,0.8,0.3,4.3
Jordan Schakel,WAS,23,4,1,3,7.6,1.3,2.0,0.0,0.3,0.3,0.0,0.5
Jose Alvarado,NOP,24,54,25,29,15.4,6.1,1.9,2.8,0.7,1.3,0.1,2.6
Josh Christopher,HOU,20,74,18,56,18.0,7.9,2.5,2.0,1.5,0.9,0.2,-3.7
Josh Giddey,OKC,19,54,17,37,31.5,12.5,7.8,6.4,3.2,0.9,0.4,-5.5
Josh Green,DAL,21,67,44,23,15.5,4.8,2.4,1.2,0.7,0.7,0.2,1.0
Josh Hart,POR,27,54,20,34,33.2,14.9,7.2,4.1,2.1,1.1,0.2,-3.7
Josh Jackson,SAC,25,51,12,39,16.3,6.4,2.8,1.1,0.9,0.5,0.4,-3.1
Josh Okogie,MIN,23,49,23,26,10.5,2.7,1.4,0.5,0.5,0.5,0.2,0.8
Josh Richardson,SAS,28,65,38,27,24.6,10.2,2.8,1.8,1.0,0.9,0.4,2.1
Joshua Primo,SAS,19,50,22,28,19.3,5.8,2.3,1.6,1.1,0.4,0.5,-1.6
Jrue Holiday,MIL,31,67,47,20,32.9,18.3,4.5,6.8,2.7,1.6,0.4,6.4
JT Thor,CHA,19,33,18,15,7.9,2.0,1.3,0.6,0.3,0.2,0.3,-0.2
Juan Toscano-Anderson,GSW,29,73,51,22,13.6,4.1,2.4,1.7,0.9,0.7,0.2,0.6
Juancho Hernangomez,UTA,26,40,20,20,11.1,3.3,2.5,0.5,0.4,0.4,0.3,-0.1
Julius Randle,NYK,27,72,32,40,35.3,20.1,9.9,5.1,3.4,0.7,0.5,-2.3
Justin Anderson,IND,28,16,3,13,19.7,6.4,2.9,2.1,0.5,0.5,0.4,-0.9
Justin Champagnie,TOR,20,36,21,15,7.8,2.3,2.0,0.3,0.2,0.2,0.1,1.4
Justin Holiday,SAC,33,74,25,49,27.8,10.1,2.6,1.7,0.9,0.8,0.4,-2.8
Justin Jackson,PHX,27,7,6,1,5.2,2.1,1.0,0.3,0.1,0.0,0.0,-1.9
Justin Robinson,DET,24,25,13,12,12.1,3.1,0.8,1.3,0.7,0.4,0.0,-4.9
Justise Winslow,POR,26,48,24,24,16.1,5.7,4.2,1.8,1.0,0.7,0.5,0.6
Jusuf Nurkic,POR,27,56,25,31,28.2,15.0,11.1,2.8,2.6,1.1,0.6,0.2
Juwan Morgan,BOS,25,2,1,1,15.5,2.5,2.0,0.5,0.0,0.0,0.0,-8.5
Kai Jones,CHA,21,21,14,7,3.0,1.0,0.5,0.2,0.3,0.0,0.1,-0.7
Karl-Anthony Towns,MIN,26,74,44,30,33.5,24.6,9.8,3.6,3.1,1.0,1.1,3.7
Keifer Sykes,IND,28,32,6,26,17.7,5.6,1.4,1.9,1.0,0.4,0.1,-2.2
Keita Bates-Diop,SAS,26,59,23,36,16.2,5.7,3.9,0.7,0.8,0.5,0.2,0.1
Kelan Martin,BOS,26,30,14,16,15.0,5.7,1.8,0.7,0.5,0.4,0.3,-1.8
Keldon Johnson,SAS,22,75,33,42,31.9,17.0,6.1,2.1,1.2,0.8,0.2,1.0
Keljin Blevins,POR,26,31,4,27,11.3,3.1,1.5,0.6,0.5,0.4,0.0,-6.7
Kelly Olynyk,DET,31,40,13,27,19.1,9.1,4.4,2.8,1.5,0.8,0.5,-1.8
Kelly Oubre Jr.,CHA,26,76,39,37,26.3,15.0,4.0,1.1,0.9,1.0,0.4,-0.3
Kemba Walker,NYK,31,37,16,21,25.6,11.6,3.0,3.5,1.3,0.7,0.2,-4.9
Kenrich Williams,OKC,27,49,17,32,21.9,7.4,4.5,2.2,0.9,0.9,0.2,0.5
Kent Bazemore,LAL,32,39,16,23,14.0,3.4,1.8,0.9,0.5,0.6,0.2,-3.0
Kentavious Caldwell-Pope,WAS,29,77,34,43,30.2,13.2,3.4,1.9,1.3,1.1,0.3,-3.0
Kenyon Martin Jr.,HOU,21,79,20,59,21.0,8.8,3.8,1.3,0.8,0.4,0.5,-3.0
Keon Johnson,POR,20,37,8,29,18.8,7.2,2.2,2.1,1.2,0.8,0.3,-7.8
Kessler Edwards,BKN,21,48,22,26,20.6,5.9,3.6,0.6,0.9,0.6,0.5,-1.3
Kevin Durant,BKN,33,55,36,19,37.2,29.9,7.4,6.4,3.5,0.9,0.9,4.9
Kevin Huerter,ATL,23,74,40,34,29.6,12.1,3.4,2.7,1.2,0.7,0.4,2.3
Kevin Knox II,ATL,22,30,18,12,7.4,3.1,1.5,0.3,0.2,0.1,0.1,-2.3
Kevin Love,CLE,33,74,38,36,22.5,13.6,7.2,2.2,1.3,0.4,0.2,1.3
Kevin Pangos,CLE,29,24,16,8,6.9,1.6,0.5,1.3,0.3,0.1,0.0,-1.5
Kevin Porter Jr.,HOU,22,61,16,45,31.3,15.6,4.4,6.2,3.1,1.1,0.4,-4.6
Kevon Looney,GSW,26,82,53,29,21.1,6.0,7.3,2.0,0.8,0.6,0.6,2.0
Khem Birch,TOR,29,55,34,21,18.0,4.5,4.3,1.0,0.5,0.5,0.5,0.4
Khris Middleton,MIL,30,66,44,22,32.4,20.1,5.4,5.4,2.9,1.2,0.3,4.6
Killian Hayes,DET,20,66,21,45,25.0,6.9,3.2,4.2,1.7,1.2,0.5,-5.6
Killian Tillie,MEM,24,36,27,9,12.8,3.3,1.7,0.6,0.4,0.6,0.4,0.8
Kira Lewis Jr.,NOP,21,24,6,18,14.2,5.9,1.6,2.0,1.1,0.5,0.0,-4.5
Klay Thompson,GSW,32,32,17,15,29.4,20.4,3.9,2.8,1.3,0.5,0.5,2.1
Kris Dunn,POR,28,14,1,13,24.0,7.6,3.5,5.6,2.3,1.6,0.2,-6.6
Kristaps Porzingis,WAS,26,51,26,25,29.0,20.2,8.1,2.3,1.6,0.7,1.6,0.6
Kyle Anderson,MEM,28,69,46,23,21.5,7.6,5.3,2.7,1.0,1.1,0.7,0.9
Kyle Guy,MIA,24,19,15,4,9.8,3.9,0.9,0.9,0.7,0.4,0.1,-2.5
Kyle Kuzma,WAS,26,66,29,37,33.4,17.1,8.5,3.5,2.6,0.6,0.9,-4.3
